2025-01-07 11:14:58 [INFO]: Loading Overrides...
2025-01-07 11:14:58 [INFO]: Loading World Types...
2025-01-07 11:14:58 [INFO]: - World Type for 'world' set to 'NORMAL'
2025-01-07 11:14:58 [INFO]: - World Type for 'world_nether' set to 'NETHER'
2025-01-07 11:14:58 [INFO]: - World Type for 'world_the_end' set to 'NORMAL'
2025-01-07 11:14:58 [INFO]: Loading Defaults...
2025-01-07 11:14:58 [INFO]: Loading Custom Worlds...
2025-01-07 11:14:58 [INFO]: [WARN] - Custom World 'custom_world_1' was not registered because world does NOT exist
2025-01-07 11:14:58 [INFO]: [WARN] - Custom World 'other_custom_world' was not registered because world does NOT exist
2025-01-07 11:14:58 [SEVERE]: The particle 'EXPLOSION_NORMAL' created a fatal error when loading particles! Your MC version isn't supported!
2025-01-07 11:15:01 [INFO]: Database COOLDOWN:spawn configured and loaded!
2025-01-10 07:35:54 [INFO]: hlinh_dz executed: /betterrtp:rtp world world
2025-01-10 07:35:56 [INFO]: hlinh_dz executed: /betterrtp:rtp world world
2025-01-10 07:36:07 [INFO]: Xenon2555 executed: /betterrtp:rtp world desert
2025-01-10 07:36:07 [INFO]: -Removed a queue Location{world=CraftWorld{name=desert},x=450.5,y=65.0,z=-198.5,pitch=21.494467,yaw=76.27783}
2025-01-10 07:39:15 [INFO]: Xenon2555 executed: /brtp world desert
2025-01-10 07:39:15 [INFO]: -Removed a queue Location{world=CraftWorld{name=desert},x=-207.5,y=120.0,z=-130.5,pitch=8.621694,yaw=102.79656}
2025-01-10 07:40:27 [INFO]: gtuongg2509 executed: /betterrtp:rtp world desert
2025-01-10 08:27:45 [INFO]: YoRealMintyYQ executed: /betterrtp:rtp world desert
2025-01-10 08:27:58 [INFO]: YoRealMintyYQ executed: /betterrtp:rtp world world
2025-01-10 08:37:22 [INFO]: LAKSHAY143 executed: /betterrtp:rtp world desert
2025-01-10 08:37:33 [INFO]: LAKSHAY143 executed: /betterrtp:rtp world world
2025-01-10 08:40:18 [INFO]: Lakshya00121 executed: /betterrtp:rtp world world
2025-01-10 08:56:21 [INFO]: abhigyan3 executed: /betterrtp:rtp world world
2025-01-10 08:58:38 [INFO]: abhigyan3 executed: /betterrtp:rtp world world
2025-01-10 09:04:50 [INFO]: AbeerBest executed: /betterrtp:rtp world desert
2025-01-10 09:05:11 [INFO]: AbeerBest executed: /betterrtp:rtp world desert
2025-01-10 09:05:15 [INFO]: AbeerBest executed: /betterrtp:rtp world world
2025-01-10 09:05:28 [INFO]: DDlegandplaz executed: /betterrtp:rtp world desert
2025-01-10 09:06:04 [INFO]: AbdulahadXD executed: /betterrtp:rtp world desert
2025-01-10 09:06:07 [INFO]: AHMID309 executed: /betterrtp:rtp world desert
2025-01-10 09:10:35 [INFO]: B1ackPanth3rr executed: /betterrtp:rtp world world
2025-01-10 09:11:07 [INFO]: RpgAyan18 executed: /betterrtp:rtp world desert
2025-01-10 09:11:16 [INFO]: RpgAyan18 executed: /betterrtp:rtp world desert
2025-01-10 09:11:26 [INFO]: RpgAyan18 executed: /betterrtp:rtp world world
2025-01-10 09:32:16 [INFO]: jameaibdmc90 executed: /betterrtp:rtp world desert
2025-01-10 10:28:27 [INFO]: MR_BEYONDER_94 executed: /betterrtp:rtp world desert
2025-01-10 10:28:42 [INFO]: MR_BEYONDER_94 executed: /betterrtp:rtp world world
2025-01-10 10:28:53 [INFO]: MR_BEYONDER_94 executed: /betterrtp:rtp world world
2025-01-10 10:32:26 [INFO]: Asterric_ executed: /betterrtp:rtp world desert
2025-01-10 10:41:16 [INFO]: SheWasDeadForMe executed: /betterrtp:rtp world world
2025-01-10 10:49:19 [INFO]: BladeFighter_MC executed: /betterrtp:rtp world desert
2025-01-10 10:53:03 [INFO]: LT3ONTOP executed: /betterrtp:rtp world world
2025-01-10 10:54:09 [INFO]: FARHAN_12 executed: /betterrtp:rtp world world
2025-01-10 10:54:26 [INFO]: FARHAN_12 executed: /betterrtp:rtp world world
2025-01-10 10:54:42 [INFO]: FARHAN_12 executed: /betterrtp:rtp world world
2025-01-10 10:54:57 [INFO]: FARHAN_12 executed: /betterrtp:rtp world world
2025-01-10 10:55:14 [INFO]: FARHAN_12 executed: /betterrtp:rtp world world
2025-01-10 10:55:16 [INFO]: FARHAN_12 executed: /betterrtp:rtp world world
2025-01-10 10:59:21 [INFO]: SheWasDeadForMe executed: /betterrtp:rtp world desert
2025-01-10 10:59:49 [INFO]: SheWasDeadForMe executed: /betterrtp:rtp world world
2025-01-10 11:01:32 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 11:03:00 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 11:11:22 [INFO]: adnan_1118 executed: /betterrtp:rtp world world
2025-01-10 11:15:20 [INFO]: Xenon2555 executed: /betterrtp:rtp world desert
2025-01-10 11:15:21 [INFO]: -Removed a queue Location{world=CraftWorld{name=desert},x=814.5,y=64.0,z=-834.5,pitch=89.88806,yaw=-101.416626}
2025-01-10 11:18:26 [INFO]: Xenon2555 executed: /betterrtp:rtp world desert
2025-01-10 11:18:26 [INFO]: -Removed a queue Location{world=CraftWorld{name=desert},x=792.5,y=68.0,z=-185.5,pitch=52.281387,yaw=153.97083}
2025-01-10 11:20:22 [INFO]: Xenon2555 executed: /betterrtp:rtp world desert
2025-01-10 11:20:22 [INFO]: -Removed a queue Location{world=CraftWorld{name=desert},x=-65.5,y=87.0,z=-395.5,pitch=12.46669,yaw=-139.5529}
2025-01-10 12:58:06 [INFO]: yzhong executed: /betterrtp:rtp world desert
2025-01-10 12:58:17 [INFO]: xleaf43 executed: /betterrtp:rtp world desert
2025-01-10 13:02:37 [INFO]: TopGBatman executed: /betterrtp:rtp world world
2025-01-10 13:03:23 [INFO]: TopGBatman executed: /betterrtp:rtp world world
2025-01-10 13:05:48 [INFO]: TopGBatman executed: /betterrtp:rtp world desert
2025-01-10 13:05:50 [INFO]: TopGBatman executed: /betterrtp:rtp world world
2025-01-10 13:08:24 [INFO]: xCyberCat0 executed: /betterrtp:rtp world world
2025-01-10 13:12:33 [INFO]: TopGBatman executed: /betterrtp:rtp world desert
2025-01-10 13:12:45 [INFO]: TopGBatman executed: /betterrtp:rtp world world
2025-01-10 13:15:55 [INFO]: Fxrina_LLHLceX executed: /betterrtp:rtp world world
2025-01-10 13:16:07 [INFO]: Fxrina_LLHLceX executed: /betterrtp:rtp world desert
2025-01-10 13:50:37 [INFO]: Faizalam256 executed: /betterrtp:rtp world world
2025-01-10 13:50:41 [INFO]: Faizalam256 executed: /betterrtp:rtp world desert
2025-01-10 13:50:42 [INFO]: TopGBatman executed: /betterrtp:rtp world world
2025-01-10 22:06:07 [INFO]: Noobhardik69 executed: /betterrtp:rtp world world
2025-01-10 22:46:43 [INFO]: DuuongTopPvP71 executed: /betterrtp:rtp world desert
2025-01-10 22:48:31 [INFO]: TNT_wizard executed: /betterrtp:rtp world world
2025-01-10 22:48:48 [INFO]: TNT_wizard executed: /betterrtp:rtp world world
2025-01-10 23:23:13 [INFO]: Andr0id101 executed: /betterrtp:rtp world world
2025-01-10 23:23:17 [INFO]: Warrior25 executed: /betterrtp:rtp world desert
2025-01-10 23:23:29 [INFO]: Warrior25 executed: /betterrtp:rtp world desert
2025-01-10 23:23:31 [INFO]: Andr0id101 executed: /betterrtp:rtp world world
2025-01-10 23:23:32 [INFO]: Warrior25 executed: /betterrtp:rtp world world
2025-01-10 23:30:43 [INFO]: Kian000098 executed: /betterrtp:rtp world world
2025-01-10 23:43:39 [INFO]: DuongTungLamDZ executed: /betterrtp:rtp world world
2025-01-11 00:49:04 [INFO]: phanquyennek executed: /betterrtp:rtp world world
2025-01-11 00:49:20 [INFO]: phanquyennek executed: /betterrtp:rtp world desert
2025-01-11 01:03:17 [INFO]: AS_GAMING2 executed: /betterrtp:rtp world desert
2025-01-11 01:03:27 [INFO]: AS_GAMING2 executed: /betterrtp:rtp world world
2025-01-11 01:03:34 [INFO]: AS_GAMING2 executed: /betterrtp:rtp world world
2025-01-11 01:03:43 [INFO]: AS_GAMING2 executed: /betterrtp:rtp world desert
2025-01-11 01:05:40 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-11 01:05:42 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-11 01:06:52 [INFO]: jameaibdmc90 executed: /betterrtp:rtp world desert
2025-01-11 01:07:01 [INFO]: jameaibdmc90 executed: /betterrtp:rtp world world
2025-01-11 01:42:32 [INFO]: KeviNoTheLegend executed: /betterrtp:rtp world world
2025-01-11 01:42:43 [INFO]: KeviNoTheLegend executed: /betterrtp:rtp world desert
2025-01-11 02:20:00 [INFO]: nnkhoa306 executed: /betterrtp:rtp world world
2025-01-11 02:20:09 [INFO]: nnkhoa306 executed: /betterrtp:rtp world desert
2025-01-11 02:59:02 [INFO]: A4YUSH_ executed: /betterrtp:rtp world world
2025-01-11 02:59:16 [INFO]: A4YUSH_ executed: /betterrtp:rtp world world
2025-01-11 02:59:36 [INFO]: A4YUSH_ executed: /betterrtp:rtp world desert
2025-01-11 03:00:59 [INFO]: A4YUSH_ executed: /betterrtp:rtp world world
2025-01-11 03:09:38 [INFO]: Animepoweryt executed: /betterrtp:rtp world desert
2025-01-11 03:09:44 [INFO]: Animepoweryt executed: /betterrtp:rtp world desert
2025-01-11 03:09:47 [INFO]: Animepoweryt executed: /betterrtp:rtp world world
2025-01-11 03:09:57 [INFO]: Animepoweryt executed: /betterrtp:rtp world world
2025-01-11 03:15:31 [INFO]: Animepoweryt executed: /betterrtp:rtp world world
2025-01-11 03:19:06 [INFO]: eruc223 executed: /betterrtp:rtp world world
2025-01-11 03:20:37 [INFO]: x3Yuuu executed: /betterrtp:rtp world world
2025-01-11 03:20:50 [INFO]: x3Yuuu executed: /betterrtp:rtp world desert
2025-01-11 03:23:51 [INFO]: Noobhardik69 executed: /betterrtp:rtp world desert
2025-01-11 03:24:05 [INFO]: Noobhardik69 executed: /betterrtp:rtp world desert
2025-01-11 03:25:08 [INFO]: zxnontop executed: /betterrtp:rtp world desert
2025-01-11 03:25:13 [INFO]: DemonBlitz_ executed: /betterrtp:rtp world desert
2025-01-11 03:25:17 [INFO]: H4zelnUt executed: /betterrtp:rtp world desert
2025-01-11 03:25:19 [INFO]: Infistak executed: /betterrtp:rtp world desert
2025-01-11 03:25:20 [INFO]: UR_GXD executed: /betterrtp:rtp world desert
2025-01-11 03:25:21 [INFO]: DemonBlitz_ executed: /betterrtp:rtp world desert
2025-01-11 03:25:32 [INFO]: DemonBlitz_ executed: /betterrtp:rtp world world
2025-01-11 03:27:57 [INFO]: zxnontop executed: /betterrtp:rtp world world
2025-01-11 03:28:14 [INFO]: LilTanjiro executed: /betterrtp:rtp world desert
2025-01-11 03:28:24 [INFO]: LilTanjiro executed: /betterrtp:rtp world world
2025-01-11 03:34:25 [INFO]: rachitplaymc executed: /betterrtp:rtp world world
2025-01-11 03:37:30 [INFO]: RakuZzzz executed: /betterrtp:rtp world world
2025-01-11 03:37:55 [INFO]: RakuZzzz executed: /betterrtp:rtp world desert
2025-01-11 03:38:12 [INFO]: RakuZzzz executed: /betterrtp:rtp world desert
2025-01-11 03:38:22 [INFO]: RakuZzzz executed: /betterrtp:rtp world world
2025-01-11 03:38:32 [INFO]: RakuZzzz executed: /betterrtp:rtp world world
2025-01-11 03:41:40 [INFO]: ogbrooo__ executed: /betterrtp:rtp world world
2025-01-11 03:42:13 [INFO]: Arshman12356 executed: /betterrtp:rtp world world
2025-01-11 03:42:30 [INFO]: Arshman12356 executed: /betterrtp:rtp world desert
2025-01-11 03:44:55 [INFO]: ogbrooo__ executed: /betterrtp:rtp world desert
2025-01-11 03:49:07 [INFO]: Arshman12356 executed: /betterrtp:rtp world world
2025-01-11 03:50:02 [INFO]: Tubiggg_ executed: /betterrtp:rtp world desert
2025-01-11 03:50:19 [INFO]: Inflamos executed: /betterrtp:rtp world desert
2025-01-11 03:50:21 [INFO]: Tubiggg_ executed: /betterrtp:rtp world world
2025-01-11 03:53:54 [INFO]: hlinh_dz executed: /betterrtp:rtp world world
2025-01-11 03:54:15 [INFO]: hlinh_dz executed: /betterrtp:rtp world world
2025-01-11 03:54:39 [INFO]: hlinh_dz executed: /betterrtp:rtp world desert
2025-01-11 03:55:36 [INFO]: hashimraza145 executed: /betterrtp:rtp world desert
2025-01-11 03:55:51 [INFO]: NotRohail1 executed: /betterrtp:rtp world desert
2025-01-11 03:55:53 [INFO]: hashimraza145 executed: /betterrtp:rtp world world
2025-01-11 03:56:03 [INFO]: NotRohail1 executed: /betterrtp:rtp world world
2025-01-11 03:57:35 [INFO]: NotRohail1 executed: /betterrtp:rtp world desert
2025-01-11 03:57:51 [INFO]: Andr0id101 executed: /betterrtp:rtp world world
2025-01-11 03:57:55 [INFO]: Jarviss_ executed: /betterrtp:rtp world desert
2025-01-11 03:58:08 [INFO]: Jarviss_ executed: /betterrtp:rtp world world
2025-01-11 03:58:25 [INFO]: Jarviss_ executed: /betterrtp:rtp world world
2025-01-11 03:58:48 [INFO]: AuraHold3r_ executed: /betterrtp:rtp world desert
2025-01-11 04:00:54 [INFO]: 1NonlyAtif executed: /betterrtp:rtp world world
2025-01-11 04:01:02 [INFO]: 1NonlyAtif executed: /betterrtp:rtp world desert
2025-01-11 04:01:19 [INFO]: 1NonlyAtif executed: /betterrtp:rtp world world
2025-01-11 04:02:55 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 04:03:55 [INFO]: Andr0id101 executed: /betterrtp:rtp world desert
2025-01-11 04:04:00 [INFO]: Hafara executed: /betterrtp:rtp world desert
2025-01-11 04:04:09 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 04:04:16 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 04:04:21 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 04:14:11 [INFO]: Hafara executed: /betterrtp:rtp world desert
2025-01-11 04:14:21 [INFO]: Tubiggg_ executed: /betterrtp:rtp world world
2025-01-11 04:14:25 [INFO]: Hafara executed: /betterrtp:rtp world desert
2025-01-11 04:14:26 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 04:33:49 [INFO]: Lynx executed: /betterrtp:rtp world desert
2025-01-11 04:34:55 [INFO]: _Void_Slayer_ executed: /betterrtp:rtp world world
2025-01-11 04:37:05 [INFO]: Lakshydeep executed: /betterrtp:rtp world world
2025-01-11 04:39:49 [INFO]: gtuongg2509 executed: /betterrtp:rtp world world
2025-01-11 04:39:52 [INFO]: gtuongg2509 executed: /betterrtp:rtp world world
2025-01-11 04:42:18 [INFO]: ADARSHRTY executed: /betterrtp:rtp world world
2025-01-11 04:45:36 [INFO]: NotEhanZaman1 executed: /betterrtp:rtp world world
2025-01-11 04:45:44 [INFO]: NotEhanZaman1 executed: /betterrtp:rtp world desert
2025-01-11 05:38:17 [INFO]: neatbloom394316 executed: /betterrtp:rtp world desert
2025-01-11 05:38:20 [INFO]: _SoNation executed: /betterrtp:rtp world desert
2025-01-11 05:38:21 [INFO]: FMgamerPro1543 executed: /betterrtp:rtp world world
2025-01-11 05:38:21 [INFO]: smartypie007 executed: /betterrtp:rtp world desert
2025-01-11 05:38:30 [INFO]: neatbloom394316 executed: /betterrtp:rtp world desert
2025-01-11 05:38:35 [INFO]: FMgamerPro1543 executed: /betterrtp:rtp world world
2025-01-11 05:38:36 [INFO]: _SoNation executed: /betterrtp:rtp world world
2025-01-11 05:38:40 [INFO]: neatbloom394316 executed: /betterrtp:rtp world world
2025-01-11 05:38:41 [INFO]: smartypie007 executed: /betterrtp:rtp world world
2025-01-11 05:38:49 [INFO]: neatbloom394316 executed: /betterrtp:rtp world world
2025-01-11 05:39:18 [INFO]: neatbloom394316 executed: /betterrtp:rtp world world
2025-01-11 05:41:24 [INFO]: YoRealMintyYQ executed: /betterrtp:rtp world desert
2025-01-11 05:41:27 [INFO]: YoRealMintyYQ executed: /betterrtp:rtp world world
2025-01-11 05:50:50 [INFO]: YoRealMintyYQ executed: /betterrtp:rtp world desert
2025-01-11 05:51:50 [INFO]: Phudepzai executed: /betterrtp:rtp world world
2025-01-11 05:52:05 [INFO]: Phudepzai executed: /betterrtp:rtp world world
2025-01-11 05:52:15 [INFO]: Phudepzai executed: /betterrtp:rtp world desert
2025-01-11 05:56:08 [INFO]: XSinisterSpectra executed: /betterrtp:rtp world desert
2025-01-11 05:57:08 [INFO]: Ihtesham_Shaheer executed: /betterrtp:rtp world desert
2025-01-11 05:57:22 [INFO]: Ihtesham_Shaheer executed: /betterrtp:rtp world desert
2025-01-11 05:57:34 [INFO]: Ihtesham_Shaheer executed: /betterrtp:rtp world world
2025-01-11 05:57:35 [INFO]: Flameplaysss executed: /betterrtp:rtp world world
2025-01-11 05:57:45 [INFO]: XSinisterSpectra executed: /betterrtp:rtp world desert
2025-01-11 05:57:46 [INFO]: Flameplaysss executed: /betterrtp:rtp world world
2025-01-11 05:59:27 [INFO]: XSinisterSpectra executed: /betterrtp:rtp world desert
2025-01-11 06:05:20 [INFO]: XSinisterSpectra executed: /betterrtp:rtp world world
2025-01-11 06:21:17 [INFO]: hoancutee executed: /betterrtp:rtp world world
2025-01-11 06:33:51 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 06:36:53 [INFO]: basims66 executed: /betterrtp:rtp world world
2025-01-11 06:40:10 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 06:44:41 [INFO]: RizzInKira_ executed: /betterrtp:rtp world desert
2025-01-11 06:44:57 [INFO]: RizzInKira_ executed: /betterrtp:rtp world world
2025-01-11 06:46:43 [INFO]: Nishuytpro executed: /betterrtp:rtp world world
2025-01-11 06:50:15 [INFO]: Rohit_EXE executed: /betterrtp:rtp world world
2025-01-11 07:00:45 [INFO]: PSYCHO9088 executed: /betterrtp:rtp world world
2025-01-11 07:00:56 [INFO]: PSYCHO9088 executed: /betterrtp:rtp world world
2025-01-11 07:03:49 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:06:19 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:06:28 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:06:41 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:06:49 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:06:54 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:07:01 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world desert
2025-01-11 07:07:13 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:07:24 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:07:51 [INFO]: MrPoWeRpRo executed: /betterrtp:rtp world world
2025-01-11 07:29:01 [INFO]: ATDProGamer executed: /betterrtp:rtp world world
2025-01-11 07:29:54 [INFO]: ATDProGamer executed: /betterrtp:rtp world world
2025-01-11 07:30:18 [INFO]: ATDProGamer executed: /betterrtp:rtp world world
2025-01-11 07:30:37 [INFO]: ATDProGamer executed: /betterrtp:rtp world world
2025-01-11 07:30:55 [INFO]: ATDProGamer executed: /betterrtp:rtp world world
2025-01-11 07:31:07 [INFO]: ATDProGamer executed: /betterrtp:rtp world world
2025-01-11 07:31:15 [INFO]: ATDProGamer executed: /betterrtp:rtp world world
2025-01-11 07:31:27 [INFO]: ATDProGamer executed: /betterrtp:rtp world desert
2025-01-11 07:46:17 [INFO]: shravankumarvu executed: /betterrtp:rtp world world
2025-01-11 08:02:27 [INFO]: Pumpkinity executed: /betterrtp:rtp world world
2025-01-11 08:02:44 [INFO]: Pumpkinity executed: /betterrtp:rtp world world
2025-01-11 08:30:31 [INFO]: _CritPyE executed: /betterrtp:rtp world desert
2025-01-11 08:30:42 [INFO]: _CritPyE executed: /betterrtp:rtp world world
2025-01-11 08:31:14 [INFO]: _CritPyE executed: /betterrtp:rtp world desert
2025-01-11 08:31:57 [INFO]: 0RITESHPLAY0 executed: /betterrtp:rtp world world
2025-01-11 08:31:58 [INFO]: zuzzzz executed: /betterrtp:rtp world desert
2025-01-11 08:32:10 [INFO]: zuzzzz executed: /betterrtp:rtp world world
2025-01-11 08:35:42 [INFO]: _CritPyE executed: /betterrtp:rtp world desert
2025-01-11 08:44:39 [INFO]: kwisj executed: /betterrtp:rtp world world
2025-01-11 08:45:45 [INFO]: Lynx executed: /betterrtp:rtp world world
2025-01-11 08:45:49 [INFO]: SayPrime executed: /betterrtp:rtp world desert
2025-01-11 08:45:51 [INFO]: Lynx executed: /betterrtp:rtp world desert
2025-01-11 08:45:59 [INFO]: SayPrime executed: /betterrtp:rtp world desert
2025-01-11 08:46:14 [INFO]: SayPrime executed: /betterrtp:rtp world world
2025-01-11 08:46:20 [INFO]: SayPrime executed: /betterrtp:rtp world world
2025-01-11 08:46:47 [INFO]: SayPrime executed: /betterrtp:rtp world world
2025-01-11 08:49:04 [INFO]: myre123 executed: /betterrtp:rtp world world
2025-01-11 08:49:13 [INFO]: myre123 executed: /betterrtp:rtp world desert
2025-01-11 08:49:30 [INFO]: myre123 executed: /betterrtp:rtp world desert
2025-01-11 08:49:41 [INFO]: myre123 executed: /betterrtp:rtp world desert
2025-01-11 08:49:43 [INFO]: myre123 executed: /betterrtp:rtp world world
2025-01-11 08:49:58 [INFO]: myre123 executed: /betterrtp:rtp world desert
2025-01-11 08:50:05 [INFO]: myre123 executed: /betterrtp:rtp world world
2025-01-11 08:50:25 [INFO]: MrRelux executed: /betterrtp:rtp world world
2025-01-11 08:52:35 [INFO]: myre123 executed: /betterrtp:rtp world desert
2025-01-11 08:52:42 [INFO]: myre123 executed: /betterrtp:rtp world world
2025-01-11 08:56:08 [INFO]: thapaaa executed: /betterrtp:rtp world desert
2025-01-11 08:56:22 [INFO]: thapaaa executed: /betterrtp:rtp world world
2025-01-11 08:57:14 [INFO]: 0RITESHPLAY0 executed: /betterrtp:rtp world desert
2025-01-11 08:57:16 [INFO]: 0RITESHPLAY0 executed: /betterrtp:rtp world desert
2025-01-11 09:04:13 [INFO]: gameing300 executed: /betterrtp:rtp world desert
2025-01-11 09:16:12 [INFO]: Quyen101010 executed: /betterrtp:rtp world desert
2025-01-11 09:31:20 [INFO]: myre123 executed: /betterrtp:rtp world desert
2025-01-11 09:38:59 [INFO]: minhtriciti executed: /betterrtp:rtp world world
2025-01-11 09:39:13 [INFO]: minhtriciti executed: /betterrtp:rtp world world
2025-01-11 09:42:01 [INFO]: Kunokyo executed: /betterrtp:rtp world desert
2025-01-11 10:01:44 [INFO]: spysapug executed: /betterrtp:rtp world world
2025-01-11 10:01:56 [INFO]: spysapug executed: /betterrtp:rtp world world
2025-01-11 10:02:15 [INFO]: spysapug executed: /betterrtp:rtp world world
2025-01-11 10:07:20 [INFO]: thichthichieu executed: /betterrtp:rtp world world
2025-01-11 10:22:05 [INFO]: HASSAN09876 executed: /betterrtp:rtp world world
2025-01-11 10:22:08 [INFO]: HASSAN09876 executed: /betterrtp:rtp world desert
2025-01-11 10:22:33 [INFO]: HASSAN09876 executed: /betterrtp:rtp world world
2025-01-11 10:39:08 [INFO]: Rehan__Xd executed: /betterrtp:rtp world desert
2025-01-11 10:39:29 [INFO]: Rehan__Xd executed: /betterrtp:rtp world world
2025-01-11 10:58:45 [INFO]: Tasin_96 executed: /betterrtp:rtp world world
2025-01-11 11:25:52 [INFO]: DevilBoy209 executed: /betterrtp:rtp world world
2025-01-11 11:57:59 [INFO]: SedLikesIceCream executed: /betterrtp:rtp world desert
2025-01-11 12:51:00 [INFO]: its_deemo executed: /betterrtp:rtp world world
2025-01-11 13:23:44 [INFO]: Hafara executed: /betterrtp:rtp world world
2025-01-11 13:33:57 [INFO]: arham123456 executed: /betterrtp:rtp world desert
2025-01-11 15:00:30 [INFO]: Rabbet executed: /betterrtp:rtp world desert
2025-01-11 15:15:15 [INFO]: Rabbet executed: /betterrtp:rtp world world
2025-01-11 15:16:37 [INFO]: Rabbet executed: /betterrtp:rtp world desert
2025-01-11 15:20:14 [INFO]: Rabbet executed: /betterrtp:rtp world world
2025-01-11 21:35:05 [INFO]: ControllerGuy executed: /betterrtp:rtp world world
2025-01-11 21:35:23 [INFO]: ControllerGuy executed: /betterrtp:rtp world world
2025-01-11 21:35:35 [INFO]: ControllerGuy executed: /betterrtp:rtp world world
2025-01-11 22:38:25 [INFO]: I_AMCOSMIC executed: /betterrtp:rtp world desert
2025-01-11 22:38:35 [INFO]: I_AMCOSMIC executed: /betterrtp:rtp world desert
2025-01-11 23:51:06 [INFO]: harsh12345 executed: /betterrtp:rtp world desert
2025-01-11 23:51:25 [INFO]: harsh12345 executed: /betterrtp:rtp world desert
2025-01-12 00:22:57 [INFO]: HimlandWizards executed: /betterrtp:rtp world world
2025-01-12 00:23:42 [INFO]: HimlandWizards executed: /betterrtp:rtp world desert
2025-01-12 00:49:31 [INFO]: Selection executed: /betterrtp:rtp world desert
2025-01-12 00:49:51 [INFO]: Selection executed: /betterrtp:rtp world world
2025-01-12 02:06:33 [INFO]: PapaBol executed: /betterrtp:rtp world world
2025-01-12 02:06:42 [INFO]: PapaBol executed: /betterrtp:rtp world desert
2025-01-12 02:18:02 [INFO]: _ItzMist executed: /betterrtp:rtp world desert
2025-01-12 02:18:03 [INFO]: _ItzMist executed: /betterrtp:rtp world world
2025-01-12 02:18:11 [INFO]: _ItzMist executed: /betterrtp:rtp world desert
2025-01-12 03:19:29 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-12 04:15:46 [INFO]: AliWarrior executed: /betterrtp:rtp world world
2025-01-12 04:22:38 [INFO]: kraigaming executed: /betterrtp:rtp world desert
2025-01-12 04:25:10 [INFO]: _HEAF executed: /betterrtp:rtp world world
2025-01-12 04:25:10 [INFO]: AliWarrior executed: /betterrtp:rtp world world
2025-01-12 04:25:18 [INFO]: AliCaliph executed: /betterrtp:rtp world world
2025-01-12 04:25:19 [INFO]: _HEAF executed: /betterrtp:rtp world world
2025-01-12 04:25:22 [INFO]: _HEAF executed: /betterrtp:rtp world world
2025-01-12 04:28:51 [INFO]: MC_PRO30 executed: /betterrtp:rtp world world
2025-01-12 04:29:03 [INFO]: MC_PRO30 executed: /betterrtp:rtp world desert
2025-01-12 04:29:51 [INFO]: sehangamer7 executed: /betterrtp:rtp world desert
2025-01-12 04:30:03 [INFO]: sehangamer7 executed: /betterrtp:rtp world world
2025-01-12 04:47:43 [INFO]: MDTAHSEEN111 executed: /betterrtp:rtp world world
2025-01-12 04:48:00 [INFO]: MDTAHSEEN111 executed: /betterrtp:rtp world desert
2025-01-12 05:18:40 [INFO]: hashimraza145 executed: /betterrtp:rtp world desert
2025-01-12 05:18:50 [INFO]: behlol145 executed: /betterrtp:rtp world desert
2025-01-12 05:21:51 [INFO]: behlol145 executed: /betterrtp:rtp world desert
2025-01-12 05:32:37 [INFO]: RAKESH_PLAYz executed: /betterrtp:rtp world desert
2025-01-12 05:32:52 [INFO]: RAKESH_PLAYz executed: /betterrtp:rtp world world
2025-01-12 05:38:48 [INFO]: Reality_5 executed: /betterrtp:rtp world desert
2025-01-12 05:39:09 [INFO]: StoppedPlaying51 executed: /betterrtp:rtp world world
2025-01-12 05:39:12 [INFO]: StoppedPlaying51 executed: /betterrtp:rtp world desert
2025-01-12 05:39:15 [INFO]: SedLikesIceCream executed: /betterrtp:rtp world world
2025-01-12 05:39:31 [INFO]: StoppedPlaying51 executed: /betterrtp:rtp world world
2025-01-12 05:40:02 [INFO]: StoppedPlaying51 executed: /betterrtp:rtp world world
2025-01-12 05:40:44 [INFO]: StoppedPlaying51 executed: /betterrtp:rtp world world
